fact_table_natural_key (txn_id),accm_txn_complete_time
CA-2017-147550,2022-05-14 06:57:01
CA-2017-147564,2022-05-11 22:25:33
CA-2017-147725,2022-05-12 03:57:08
CA-2017-147753,2022-05-12 07:38:31
CA-2017-147760,2022-05-10 22:45:44
CA-2017-147767,2022-05-15 01:28:07
CA-2017-147844,2022-05-15 06:40:13
CA-2017-147942,2022-05-11 17:04:26
CA-2017-147956,2022-05-14 08:33:34
CA-2017-148012,2022-05-10 19:41:46
CA-2017-148068,2022-05-12 06:48:21
CA-2017-148138,2022-05-12 18:08:11
CA-2017-148145,2022-05-11 08:48:54
CA-2017-148166,2022-05-10 23:28:42
CA-2017-148264,2022-05-14 04:14:49
CA-2017-148320,2022-05-13 09:26:29
CA-2017-148355,2022-05-13 22:42:21
CA-2017-148404,2022-05-14 14:28:55
CA-2017-148411,2022-05-11 18:14:09
CA-2017-148446,2022-05-11 13:08:32
CA-2017-148474,2022-05-13 04:31:02
CA-2017-148642,2022-05-12 15:06:22
CA-2017-148691,2022-05-11 04:00:51
CA-2017-148810,2022-05-10 15:19:25
CA-2017-148922,2022-05-11 21:23:19
CA-2017-148929,2022-05-14 08:57:32
CA-2017-148985,2022-05-14 05:57:48
CA-2017-148992,2022-05-14 17:15:08
CA-2017-148999,2022-05-15 00:12:56
CA-2017-149048,2022-05-11 00:15:34
CA-2017-149076,2022-05-14 12:32:58
CA-2017-149146,2022-05-11 09:40:28
CA-2017-149160,2022-05-13 19:59:47
CA-2017-149181,2022-05-12 08:09:05
CA-2017-149468,2022-05-11 04:45:13
CA-2017-149489,2022-05-10 12:07:38
CA-2017-149559,2022-05-10 15:35:39
CA-2017-149699,2022-05-10 15:00:35
CA-2017-149706,2022-05-13 14:36:10
CA-2017-149720,2022-05-12 21:43:42
CA-2017-149853,2022-05-14 16:34:01
CA-2017-149881,2022-05-12 23:25:53
CA-2017-149888,2022-05-12 02:33:47
CA-2017-149895,2022-05-14 07:48:07
CA-2017-149944,2022-05-14 10:58:00
CA-2017-150091,2022-05-14 16:52:40
CA-2017-150189,2022-05-13 16:18:12
CA-2017-150266,2022-05-11 08:24:18
CA-2017-150420,2022-05-12 05:12:06
CA-2017-150469,2022-05-15 07:51:54
CA-2017-150497,2022-05-12 03:46:53
CA-2017-150504,2022-05-13 19:30:44
CA-2017-150525,2022-05-13 03:31:01
CA-2017-150602,2022-05-10 13:20:16
CA-2017-150609,2022-05-13 05:15:30
CA-2017-150623,2022-05-12 15:07:04
CA-2017-150707,2022-05-12 18:08:46
CA-2017-150910,2022-05-12 19:15:55
CA-2017-150931,2022-05-13 02:42:11
CA-2017-150959,2022-05-12 01:32:32
CA-2017-150987,2022-05-11 22:23:55
CA-2017-151008,2022-05-14 16:04:10
CA-2017-151071,2022-05-12 04:47:14
CA-2017-151176,2022-05-14 08:39:12
CA-2017-151183,2022-05-14 10:06:19
CA-2017-151190,2022-05-13 02:15:23
CA-2017-151211,2022-05-12 14:09:08
CA-2017-151218,2022-05-14 09:20:17
CA-2017-151225,2022-05-12 01:39:41
CA-2017-151281,2022-05-12 08:24:36
CA-2017-151358,2022-05-13 17:52:03
CA-2017-151428,2022-05-12 03:27:06
CA-2017-151484,2022-05-12 09:04:44
CA-2017-151596,2022-05-12 07:41:46
CA-2017-151750,2022-05-15 01:17:40
CA-2017-151799,2022-05-11 08:49:45
CA-2017-151855,2022-05-13 02:53:52
CA-2017-151911,2022-05-12 04:58:22
CA-2017-151981,2022-05-10 19:31:06
CA-2017-152079,2022-05-13 05:02:10
CA-2017-152093,2022-05-14 22:06:39
CA-2017-152135,2022-05-12 04:36:01
CA-2017-152142,2022-05-10 17:50:21
CA-2017-152198,2022-05-14 22:21:49
CA-2017-152205,2022-05-12 15:43:43
CA-2017-152226,2022-05-10 21:04:30
CA-2017-152261,2022-05-15 05:33:38
CA-2017-152275,2022-05-11 04:14:29
CA-2017-152310,2022-05-12 08:10:34
CA-2017-152436,2022-05-11 21:29:01
CA-2017-152485,2022-05-11 14:09:52
CA-2017-152499,2022-05-13 14:58:18
CA-2017-152583,2022-05-13 13:52:26
CA-2017-152660,2022-05-13 21:21:22
CA-2017-152695,2022-05-11 21:15:38
CA-2017-152702,2022-05-13 03:45:53
CA-2017-152709,2022-05-13 14:26:42
CA-2017-152737,2022-05-11 21:45:03
CA-2017-152786,2022-05-14 04:09:44
CA-2017-152807,2022-05-12 09:51:29
CA-2017-152856,2022-05-13 03:37:20
CA-2017-152912,2022-05-14 16:18:04
CA-2017-152926,2022-05-14 11:21:38
CA-2017-152933,2022-05-11 07:21:48
CA-2017-152961,2022-05-12 13:38:24
CA-2017-152968,2022-05-15 04:15:52
CA-2017-152975,2022-05-13 03:56:02
CA-2017-153045,2022-05-11 23:40:52
CA-2017-153080,2022-05-12 00:14:33
CA-2017-153227,2022-05-10 18:27:17
CA-2017-153339,2022-05-12 08:15:15
CA-2017-153654,2022-05-12 02:41:40
CA-2017-153787,2022-05-11 13:52:49
CA-2017-153822,2022-05-10 23:36:58
CA-2017-153843,2022-05-11 09:00:55
CA-2017-153871,2022-05-13 15:24:31
CA-2017-154011,2022-05-13 08:07:05
CA-2017-154039,2022-05-13 23:52:09
CA-2017-154074,2022-05-10 21:46:25
CA-2017-154088,2022-05-14 19:24:17
CA-2017-154102,2022-05-14 04:34:36
CA-2017-154109,2022-05-10 14:48:08
CA-2017-154116,2022-05-12 19:16:20
CA-2017-154123,2022-05-14 20:20:52
CA-2017-154137,2022-05-12 20:22:33
CA-2017-154214,2022-05-13 04:03:38
CA-2017-154410,2022-05-13 08:13:31
CA-2017-154466,2022-05-10 15:53:48
CA-2017-154501,2022-05-14 20:02:03
CA-2017-154676,2022-05-15 07:18:33
CA-2017-154718,2022-05-14 23:18:05
CA-2017-154732,2022-05-12 18:48:21
CA-2017-154760,2022-05-13 02:50:55
CA-2017-154809,2022-05-12 06:00:12
CA-2017-154816,2022-05-10 16:36:03
CA-2017-154907,2022-05-11 02:27:06
CA-2017-154935,2022-05-12 05:13:08
CA-2017-154949,2022-05-12 02:45:42
CA-2017-155047,2022-05-13 01:11:25
CA-2017-155075,2022-05-13 18:01:08
CA-2017-155089,2022-05-11 22:07:58
CA-2017-155152,2022-05-11 18:49:40
CA-2017-155159,2022-05-15 07:18:02
CA-2017-155292,2022-05-12 19:52:49
CA-2017-155362,2022-05-12 14:08:12
CA-2017-155376,2022-05-10 21:52:06
CA-2017-155460,2022-05-15 01:01:44
CA-2017-155558,2022-05-13 12:26:07
CA-2017-155607,2022-05-12 03:41:53
CA-2017-155621,2022-05-11 06:38:15
CA-2017-155642,2022-05-13 03:32:11
CA-2017-155698,2022-05-12 05:34:13
CA-2017-155705,2022-05-13 11:29:21
CA-2017-155712,2022-05-14 07:00:46
CA-2017-155740,2022-05-13 18:12:05
CA-2017-155824,2022-05-12 19:40:09
CA-2017-155873,2022-05-12 02:45:34
CA-2017-155880,2022-05-12 22:26:30
CA-2017-155929,2022-05-13 04:00:28
CA-2017-155936,2022-05-14 00:44:44
CA-2017-155957,2022-05-14 02:43:57
CA-2017-155985,2022-05-11 22:33:22
CA-2017-156139,2022-05-11 00:48:25
CA-2017-156237,2022-05-12 23:34:07
CA-2017-156272,2022-05-13 11:28:34
CA-2017-156363,2022-05-10 23:22:26
CA-2017-156391,2022-05-14 05:25:01
CA-2017-156412,2022-05-12 14:14:10
CA-2017-156622,2022-05-11 12:32:29
CA-2017-156664,2022-05-12 04:06:14
CA-2017-156720,2022-05-12 16:15:24
CA-2017-156769,2022-05-14 16:16:54
CA-2017-156776,2022-05-14 03:10:04
CA-2017-156818,2022-05-14 20:17:20
CA-2017-156895,2022-05-12 04:00:02
CA-2017-156951,2022-05-11 22:11:01
CA-2017-156958,2022-05-12 17:46:05
CA-2017-157091,2022-05-14 06:13:35
CA-2017-157112,2022-05-14 14:29:38
CA-2017-157196,2022-05-13 18:14:38
CA-2017-157252,2022-05-12 01:07:27
CA-2017-157273,2022-05-11 11:25:38
CA-2017-157350,2022-05-10 16:12:07
CA-2017-157413,2022-05-12 15:02:31
CA-2017-157420,2022-05-13 04:19:57
CA-2017-157448,2022-05-11 20:02:29
CA-2017-157469,2022-05-12 05:29:48
CA-2017-157483,2022-05-13 22:47:09
CA-2017-157651,2022-05-12 11:05:01
CA-2017-157672,2022-05-15 02:54:45
CA-2017-157833,2022-05-12 23:48:09
CA-2017-157854,2022-05-12 02:08:52
CA-2017-157903,2022-05-11 06:13:34
CA-2017-157931,2022-05-12 00:42:58
CA-2017-157966,2022-05-12 19:27:18
CA-2017-157980,2022-05-14 20:21:52
CA-2017-157987,2022-05-12 13:41:48
CA-2017-158036,2022-05-13 04:06:00
CA-2017-158071,2022-05-15 08:11:59
CA-2017-158106,2022-05-15 02:02:30
CA-2017-158120,2022-05-10 15:48:24
CA-2017-158169,2022-05-15 05:18:31
CA-2017-158246,2022-05-12 08:27:39
CA-2017-158344,2022-05-12 15:30:17
CA-2017-158379,2022-05-14 03:43:04
CA-2017-158386,2022-05-10 15:36:20
CA-2017-158407,2022-05-13 11:31:51
CA-2017-158561,2022-05-12 12:34:02
CA-2017-158673,2022-05-12 01:35:41
CA-2017-158722,2022-05-15 08:36:16
CA-2017-158729,2022-05-12 16:01:24
CA-2017-158736,2022-05-14 04:34:58
CA-2017-158743,2022-05-14 11:56:29
CA-2017-158876,2022-05-12 01:35:09
CA-2017-158883,2022-05-13 22:42:26
CA-2017-158953,2022-05-12 15:56:39
CA-2017-158967,2022-05-14 19:14:43
CA-2017-159100,2022-05-15 02:30:47
CA-2017-159107,2022-05-14 17:00:42
CA-2017-159135,2022-05-13 01:32:24
CA-2017-159149,2022-05-13 03:02:01
CA-2017-159156,2022-05-10 20:31:03
CA-2017-159226,2022-05-15 08:52:19
CA-2017-159282,2022-05-11 03:11:38
CA-2017-159352,2022-05-12 23:54:12
CA-2017-159366,2022-05-14 08:36:08
CA-2017-159457,2022-05-10 16:09:21
CA-2017-159464,2022-05-13 00:29:24
CA-2017-159506,2022-05-15 08:43:21
CA-2017-159597,2022-05-12 13:41:06
CA-2017-159604,2022-05-11 01:45:33
CA-2017-159667,2022-05-14 11:11:34
CA-2017-159688,2022-05-12 02:17:42
CA-2017-159793,2022-05-10 22:44:46
CA-2017-159884,2022-05-10 13:17:47
CA-2017-159954,2022-05-12 21:25:32
CA-2017-160017,2022-05-13 00:47:10
CA-2017-160031,2022-05-13 20:08:23
CA-2017-160045,2022-05-11 08:34:27
CA-2017-160087,2022-05-13 08:52:48
CA-2017-160122,2022-05-13 00:55:38
CA-2017-160325,2022-05-13 12:18:19
CA-2017-160395,2022-05-14 05:45:41
CA-2017-160416,2022-05-13 08:13:11
CA-2017-160423,2022-05-12 00:26:22
CA-2017-160458,2022-05-11 04:03:20
CA-2017-160514,2022-05-12 21:06:14
CA-2017-160633,2022-05-12 13:26:56
CA-2017-160661,2022-05-13 16:33:06
CA-2017-160724,2022-05-12 23:51:05
CA-2017-160801,2022-05-12 14:02:53
CA-2017-160885,2022-05-13 00:55:37
CA-2017-160899,2022-05-12 15:44:31
CA-2017-160927,2022-05-11 20:26:31
CA-2017-160934,2022-05-11 06:36:30
CA-2017-160962,2022-05-11 07:03:05
CA-2017-160983,2022-05-11 05:45:39
CA-2017-161018,2022-05-12 11:52:33
CA-2017-161046,2022-05-13 13:15:23
CA-2017-161053,2022-05-15 04:54:45
CA-2017-161067,2022-05-15 00:56:05
CA-2017-161088,2022-05-14 05:24:29
CA-2017-161102,2022-05-12 22:14:11
CA-2017-161130,2022-05-14 08:10:55
CA-2017-161172,2022-05-10 18:17:09
CA-2017-161200,2022-05-12 03:22:01
CA-2017-161333,2022-05-15 08:26:13
CA-2017-161340,2022-05-11 09:43:18
CA-2017-161410,2022-05-11 19:54:42
CA-2017-161459,2022-05-15 08:40:06
CA-2017-161480,2022-05-13 21:18:54
CA-2017-161557,2022-05-11 16:12:14
CA-2017-161578,2022-05-12 09:30:37
CA-2017-161592,2022-05-13 12:43:32
CA-2017-161655,2022-05-13 21:01:51
CA-2017-161739,2022-05-13 01:55:16
CA-2017-161774,2022-05-11 01:15:58
CA-2017-161809,2022-05-14 05:30:16
CA-2017-161823,2022-05-11 05:28:43
CA-2017-161851,2022-05-12 01:34:13
CA-2017-161893,2022-05-12 16:10:52
CA-2017-161956,2022-05-12 18:24:39
CA-2017-161970,2022-05-12 08:20:57
CA-2017-161984,2022-05-11 04:54:01
CA-2017-162015,2022-05-14 02:17:34
CA-2017-162033,2022-05-13 13:13:30
CA-2017-162075,2022-05-12 21:06:10
CA-2017-162096,2022-05-11 09:54:54
CA-2017-162173,2022-05-12 23:13:49
CA-2017-162250,2022-05-13 08:36:17
CA-2017-162474,2022-05-11 15:12:20
CA-2017-162481,2022-05-13 18:20:49
CA-2017-162565,2022-05-14 14:14:23
CA-2017-162572,2022-05-13 10:17:13
CA-2017-162635,2022-05-13 11:20:19
CA-2017-162691,2022-05-12 06:06:40
CA-2017-162712,2022-05-11 10:48:45
CA-2017-162789,2022-05-14 14:22:25
CA-2017-162880,2022-05-14 20:56:05
CA-2017-162929,2022-05-11 01:14:11
CA-2017-162936,2022-05-10 17:33:07
CA-2017-162978,2022-05-12 23:52:23
CA-2017-163006,2022-05-12 23:00:29
CA-2017-163020,2022-05-11 16:43:16
CA-2017-163069,2022-05-10 13:53:35
CA-2017-163097,2022-05-14 03:36:09
CA-2017-163125,2022-05-12 00:11:42
CA-2017-163139,2022-05-12 02:15:19
CA-2017-163160,2022-05-12 01:12:17
CA-2017-163188,2022-05-13 07:31:44
CA-2017-163209,2022-05-14 20:10:23
CA-2017-163265,2022-05-12 04:03:37
CA-2017-163321,2022-05-13 19:29:04
CA-2017-163335,2022-05-14 22:05:07
CA-2017-163405,2022-05-12 09:06:00
CA-2017-163510,2022-05-13 17:49:50
CA-2017-163531,2022-05-12 05:05:57
CA-2017-163566,2022-05-15 02:46:40
CA-2017-163629,2022-05-13 22:38:40
CA-2017-163671,2022-05-11 10:34:57
CA-2017-163692,2022-05-14 14:15:26
CA-2017-163818,2022-05-12 08:36:56
CA-2017-163860,2022-05-11 18:12:02
CA-2017-163874,2022-05-15 00:12:32
CA-2017-163902,2022-05-14 23:31:26
CA-2017-163979,2022-05-11 10:30:19
CA-2017-164000,2022-05-11 19:28:32
CA-2017-164028,2022-05-11 06:03:56
CA-2017-164042,2022-05-11 10:47:59
CA-2017-164049,2022-05-14 11:09:07
CA-2017-164098,2022-05-12 04:24:20
CA-2017-164112,2022-05-14 08:58:12
CA-2017-164168,2022-05-12 07:26:51
CA-2017-164329,2022-05-11 09:05:36
CA-2017-164364,2022-05-14 19:37:29
CA-2017-164378,2022-05-13 15:53:00
CA-2017-164707,2022-05-15 04:24:07
CA-2017-164756,2022-05-12 17:58:54
CA-2017-164819,2022-05-11 05:45:08
CA-2017-164826,2022-05-12 10:46:15
CA-2017-164917,2022-05-11 00:17:57
CA-2017-164959,2022-05-12 03:44:04
CA-2017-165008,2022-05-11 21:38:39
CA-2017-165029,2022-05-10 12:07:48
CA-2017-165099,2022-05-11 02:41:47
CA-2017-165155,2022-05-11 23:47:32
CA-2017-165204,2022-05-12 08:49:42
CA-2017-165323,2022-05-12 07:55:46
CA-2017-165386,2022-05-13 05:26:35
CA-2017-165491,2022-05-12 23:04:43
CA-2017-165603,2022-05-13 19:10:46
CA-2017-165687,2022-05-12 01:18:00
CA-2017-165715,2022-05-11 06:22:43
CA-2017-165757,2022-05-11 11:51:45
CA-2017-165841,2022-05-14 18:51:57
CA-2017-165904,2022-05-14 17:56:15
CA-2017-166093,2022-05-12 18:53:46
CA-2017-166128,2022-05-10 14:03:53
CA-2017-166142,2022-05-10 18:26:04
CA-2017-166184,2022-05-15 03:02:24
CA-2017-166198,2022-05-14 03:05:39
CA-2017-166296,2022-05-15 02:59:03
CA-2017-166317,2022-05-12 09:24:10
CA-2017-166415,2022-05-13 05:53:28
CA-2017-166436,2022-05-13 08:09:06
CA-2017-166499,2022-05-14 08:19:16
CA-2017-166576,2022-05-12 01:42:46
CA-2017-166695,2022-05-10 12:10:32
CA-2017-166709,2022-05-12 20:51:01
CA-2017-166835,2022-05-12 22:40:36
CA-2017-166849,2022-05-14 05:46:04
CA-2017-166856,2022-05-14 01:14:49
CA-2017-166898,2022-05-15 03:52:42
CA-2017-166919,2022-05-15 02:18:22
CA-2017-166926,2022-05-12 15:53:27
CA-2017-166933,2022-05-13 01:40:12
CA-2017-167003,2022-05-13 10:54:04
CA-2017-167017,2022-05-14 12:26:51
CA-2017-167080,2022-05-12 07:29:13
CA-2017-167094,2022-05-10 23:45:08
CA-2017-167101,2022-05-13 22:24:07
CA-2017-167150,2022-05-11 18:02:00
CA-2017-167227,2022-05-14 22:23:17
CA-2017-167381,2022-05-11 12:49:13
CA-2017-167395,2022-05-12 08:51:54
CA-2017-167542,2022-05-12 22:08:57
CA-2017-167549,2022-05-11 17:53:45
CA-2017-167626,2022-05-10 13:01:53
CA-2017-167640,2022-05-14 06:01:23
CA-2017-167661,2022-05-14 09:05:14
CA-2017-167668,2022-05-14 10:45:03
CA-2017-167703,2022-05-14 20:38:56
CA-2017-167752,2022-05-13 04:19:03
CA-2017-167871,2022-05-12 01:00:35
CA-2017-167899,2022-05-14 11:01:42
CA-2017-167913,2022-05-11 11:12:45
CA-2017-167941,2022-05-13 05:40:36
CA-2017-167976,2022-05-15 04:08:56
CA-2017-168102,2022-05-14 13:31:15
CA-2017-168109,2022-05-12 00:36:25
CA-2017-168123,2022-05-12 22:04:26
CA-2017-168172,2022-05-11 18:36:10
CA-2017-168179,2022-05-14 05:48:20
CA-2017-168193,2022-05-10 20:21:59
CA-2017-168228,2022-05-13 17:07:06
CA-2017-168389,2022-05-11 02:42:50
CA-2017-168396,2022-05-14 12:52:23
CA-2017-168403,2022-05-12 00:14:24
CA-2017-168641,2022-05-13 21:27:51
CA-2017-168655,2022-05-10 12:37:23
CA-2017-168739,2022-05-10 16:55:05
CA-2017-168837,2022-05-14 12:36:24
CA-2017-168858,2022-05-12 08:51:33
CA-2017-168900,2022-05-12 02:44:04
CA-2017-168942,2022-05-13 06:37:55
CA-2017-169005,2022-05-15 07:13:25
CA-2017-169012,2022-05-14 07:44:05
CA-2017-169054,2022-05-11 04:56:34
CA-2017-169124,2022-05-15 05:09:24
CA-2017-169264,2022-05-14 00:03:19
CA-2017-169285,2022-05-13 23:43:20
CA-2017-169327,2022-05-11 11:07:32
CA-2017-169362,2022-05-12 04:18:16
CA-2017-169404,2022-05-14 00:43:10
CA-2017-169411,2022-05-13 03:07:12
CA-2017-169439,2022-05-14 11:59:10
CA-2017-169474,2022-05-11 18:37:31
CA-2017-169607,2022-05-12 11:59:37
CA-2017-169691,2022-05-11 04:22:13
CA-2017-169810,2022-05-11 23:57:55
CA-2017-169817,2022-05-13 01:02:27
CA-2017-169859,2022-05-14 01:28:22
CA-2017-169894,2022-05-12 23:48:54
CA-2017-169901,2022-05-13 12:21:45
CA-2017-169929,2022-05-12 15:35:15
CA-2017-169978,2022-05-11 00:03:44
CA-2017-169999,2022-05-12 07:53:17
US-2014-100279,2022-05-11 01:16:41
US-2014-100853,2022-05-13 22:06:34
US-2014-102071,2022-05-12 20:37:15
US-2014-102631,2022-05-12 19:48:10
US-2014-102715,2022-05-11 07:43:48
US-2014-103338,2022-05-15 07:40:40
US-2014-103905,2022-05-14 23:49:35
US-2014-104759,2022-05-10 16:12:00
US-2014-105137,2022-05-11 02:08:40
US-2014-105151,2022-05-14 21:33:08
US-2014-105767,2022-05-12 23:49:20
US-2014-106299,2022-05-12 14:04:41
US-2014-106334,2022-05-14 01:42:53
US-2014-106992,2022-05-12 14:50:17
US-2014-107405,2022-05-15 01:54:27
US-2014-107699,2022-05-11 19:29:20
US-2014-107993,2022-05-12 22:43:50
US-2014-109036,2022-05-14 11:24:59
US-2014-109162,2022-05-13 23:47:19
US-2014-109456,2022-05-11 04:52:28
US-2014-110674,2022-05-11 08:25:03
US-2014-111171,2022-05-12 03:11:24
US-2014-111353,2022-05-12 20:04:20
US-2014-112200,2022-05-11 04:55:28
US-2014-112564,2022-05-12 01:17:15
US-2014-112795,2022-05-12 03:25:32
US-2014-112872,2022-05-11 08:43:57
US-2014-112914,2022-05-12 05:21:34
US-2014-112991,2022-05-13 15:04:12
US-2014-113124,2022-05-12 01:51:31
US-2014-114188,2022-05-12 15:44:35
US-2014-114377,2022-05-11 18:52:45
US-2014-115189,2022-05-10 14:11:42
US-2014-115196,2022-05-11 20:46:19
US-2014-115413,2022-05-12 14:51:09
US-2014-115987,2022-05-14 13:31:51
US-2014-117058,2022-05-14 15:23:21
US-2014-117135,2022-05-12 16:07:35
US-2014-117163,2022-05-11 18:12:22
US-2014-117170,2022-05-12 21:26:00
US-2014-117380,2022-05-14 07:44:53
US-2014-117744,2022-05-14 23:16:43
US-2014-117968,2022-05-12 03:55:30
US-2014-118486,2022-05-14 15:31:39
US-2014-118997,2022-05-10 20:44:13
US-2014-119081,2022-05-13 15:58:38
US-2014-119137,2022-05-11 05:16:05
US-2014-120175,2022-05-14 13:45:11
US-2014-120236,2022-05-15 03:12:50
US-2014-120313,2022-05-13 21:44:45
US-2014-120740,2022-05-14 12:46:33
US-2014-121566,2022-05-15 01:12:19
US-2014-121734,2022-05-13 11:25:08
US-2014-122021,2022-05-15 08:46:56
US-2014-122959,2022-05-10 17:00:15
US-2014-123183,2022-05-13 12:26:32
US-2014-123519,2022-05-12 00:57:49
US-2014-124625,2022-05-14 09:09:48
US-2014-125521,2022-05-12 20:59:42
US-2014-126340,2022-05-13 12:30:27
US-2014-126571,2022-05-12 02:53:55
US-2014-127635,2022-05-14 13:34:45
US-2014-127978,2022-05-14 20:12:03
US-2014-128685,2022-05-10 12:35:07
US-2014-129609,2022-05-11 21:55:35
US-2014-130358,2022-05-15 04:26:03
US-2014-130379,2022-05-11 21:00:20
US-2014-131275,2022-05-12 13:33:01
US-2014-131870,2022-05-11 06:37:35
US-2014-131982,2022-05-11 15:54:49
US-2014-132745,2022-05-12 20:23:56
US-2014-133130,2022-05-14 03:29:21
US-2014-133949,2022-05-13 22:12:01
US-2014-134054,2022-05-15 05:50:26
US-2014-134187,2022-05-13 19:35:53
US-2014-134614,2022-05-15 03:52:05
US-2014-134712,2022-05-15 06:34:55
US-2014-134733,2022-05-13 00:38:04
US-2014-134971,2022-05-13 18:54:33
US-2014-135881,2022-05-10 22:58:35
US-2014-135972,2022-05-13 20:19:02
US-2014-137155,2022-05-14 09:54:10
US-2014-137680,2022-05-11 11:38:40
US-2014-137869,2022-05-13 04:55:18
US-2014-138247,2022-05-14 00:28:41
US-2014-138758,2022-05-14 04:51:52
US-2014-138828,2022-05-10 22:06:47
US-2014-138835,2022-05-10 23:29:04
US-2014-139500,2022-05-12 17:06:04
US-2014-139640,2022-05-14 11:53:45
US-2014-140116,2022-05-13 13:52:07
US-2014-140452,2022-05-11 06:13:45
US-2014-140914,2022-05-11 02:11:43
US-2014-141215,2022-05-13 02:32:27
US-2014-141257,2022-05-14 09:14:52
US-2014-143231,2022-05-14 19:00:01
US-2014-143287,2022-05-13 21:36:45
US-2014-143581,2022-05-12 15:42:43
US-2014-143707,2022-05-13 00:36:48
US-2014-143721,2022-05-10 12:37:54
US-2014-144078,2022-05-13 00:17:24
US-2014-146353,2022-05-13 15:27:45
US-2014-147606,2022-05-14 07:30:51
US-2014-147627,2022-05-15 02:09:29
US-2014-147648,2022-05-14 00:32:32
US-2014-147704,2022-05-10 15:33:03
US-2014-147774,2022-05-13 15:26:57
US-2014-148194,2022-05-10 14:13:48
US-2014-148838,2022-05-14 10:46:35
US-2014-149034,2022-05-11 07:06:18
US-2014-150119,2022-05-12 12:32:08
US-2014-150126,2022-05-14 03:39:49
US-2014-150434,2022-05-12 01:24:01
US-2014-150532,2022-05-14 11:51:03
US-2014-150574,2022-05-14 01:09:41
US-2014-150924,2022-05-13 11:12:40
US-2014-151015,2022-05-10 18:13:16
US-2014-151925,2022-05-14 02:04:03
US-2014-152030,2022-05-12 10:49:29
US-2014-152723,2022-05-13 03:03:59
US-2014-154655,2022-05-14 07:54:43
US-2014-154879,2022-05-12 09:06:38
US-2014-155502,2022-05-13 07:33:54
US-2014-155544,2022-05-11 07:06:50
US-2014-155817,2022-05-12 03:35:28
US-2014-155894,2022-05-12 00:24:11
US-2014-156216,2022-05-14 15:57:11
US-2014-156559,2022-05-12 10:45:14
US-2014-157021,2022-05-12 02:11:53
US-2014-157070,2022-05-12 01:50:16
US-2014-157231,2022-05-11 14:49:42
US-2014-157385,2022-05-12 11:17:38
US-2014-157406,2022-05-10 14:38:31
US-2014-157847,2022-05-11 10:11:04
US-2014-158057,2022-05-13 20:40:18
US-2014-158365,2022-05-14 02:28:06
US-2014-158400,2022-05-12 11:52:56
US-2014-158638,2022-05-11 05:53:11
US-2014-159611,2022-05-10 16:35:23
US-2014-159618,2022-05-13 10:02:54
US-2014-159926,2022-05-15 08:21:36
US-2014-160444,2022-05-13 12:26:02
US-2014-160780,2022-05-13 11:25:03
US-2014-161305,2022-05-11 07:58:21
US-2014-161613,2022-05-13 02:10:32
US-2014-163146,2022-05-13 10:47:48
US-2014-163797,2022-05-14 06:12:25
US-2014-164406,2022-05-14 11:42:02
US-2014-164616,2022-05-15 08:51:52
US-2014-164644,2022-05-11 20:06:21
US-2014-164763,2022-05-12 17:43:04
US-2014-165589,2022-05-11 02:50:58
US-2014-165659,2022-05-11 06:53:07
US-2014-165862,2022-05-14 13:26:56
US-2014-166310,2022-05-13 23:04:03
US-2014-166828,2022-05-11 23:37:38
US-2014-167262,2022-05-14 23:04:24
US-2014-167633,2022-05-13 08:54:41
US-2014-167738,2022-05-10 22:27:22
US-2014-168501,2022-05-12 01:18:55
US-2014-169390,2022-05-11 12:37:37
US-2014-169789,2022-05-11 10:01:53
US-2015-100069,2022-05-10 21:27:20
US-2015-100377,2022-05-15 02:43:00
US-2015-100531,2022-05-15 03:48:52
US-2015-101399,2022-05-10 12:14:46
US-2015-101511,2022-05-14 22:25:24
US-2015-103471,2022-05-12 07:19:36
US-2015-103996,2022-05-14 04:41:58
US-2015-104185,2022-05-12 17:09:50
US-2015-104430,2022-05-11 11:26:47
US-2015-105676,2022-05-12 19:49:35
US-2015-106495,2022-05-10 19:40:58
US-2015-106873,2022-05-13 12:36:25
US-2015-107349,2022-05-10 16:50:43
US-2015-107944,2022-05-14 11:00:21
US-2015-108966,2022-05-11 19:56:55
US-2015-109015,2022-05-14 00:56:31
US-2015-110163,2022-05-10 13:51:13
US-2015-110261,2022-05-14 18:50:29
US-2015-110569,2022-05-10 16:08:45
US-2015-111927,2022-05-11 22:38:38
US-2015-112508,2022-05-12 02:56:58
US-2015-113327,2022-05-14 06:55:22
US-2015-113593,2022-05-12 16:48:03
US-2015-114741,2022-05-10 22:41:09
US-2015-114839,2022-05-10 16:24:58
US-2015-115238,2022-05-11 12:19:12
US-2015-115343,2022-05-10 12:41:38
US-2015-116981,2022-05-14 21:34:38
US-2015-117184,2022-05-13 18:53:15
US-2015-117492,2022-05-10 13:14:26
US-2015-118766,2022-05-12 20:03:49
US-2015-118906,2022-05-11 03:32:38
US-2015-118983,2022-05-10 13:11:55
US-2015-119312,2022-05-14 19:15:43
US-2015-120161,2022-05-11 08:30:36
US-2015-120502,2022-05-10 23:26:47
US-2015-120572,2022-05-12 17:57:42
US-2015-120712,2022-05-12 10:19:27
US-2015-120957,2022-05-14 11:18:10
US-2015-122140,2022-05-10 17:03:55
US-2015-122784,2022-05-12 13:29:00
US-2015-122910,2022-05-15 08:16:15
US-2015-123218,2022-05-10 15:51:33
US-2015-123918,2022-05-10 17:19:46
US-2015-123960,2022-05-15 01:03:52
